ISSUER_ISIN,ANNEE,TRIMESTRE,AS_OF_DATE,IVA_COMPANY_RATING,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,delta_WEIGHTED_AVERAGE_SCORE,delta_ENVIRONMENTAL_PILLAR_SCORE,delta_SOCIAL_PILLAR_SCORE,delta_GOVERNANCE_PILLAR_SCORE
TW0001802007,2024,2,20240501,BBB,BBB,0.0,4.5,5.1,5.5,4.2,5.2,0.39999999999999947,0.09999999999999964,0.10000000000000053,0.9000000000000004
TW0002002003,2023,3,20240101,BBB,BBB,0.0,5.1,4.3,4.0,5.2,4.1,,,,
TW0002002003,2024,4,20241101,A,BBB,1.0,6.8,5.0,4.5,5.8,5.0,0.7000000000000002,0.5,0.5999999999999996,0.9000000000000004
TW0002015005,2023,1,20240101,BB,BB,0.0,4.1,3.6,2.6,3.5,4.9,,,,
TW0002015005,2024,1,20240201,BB,BB,0.0,4.0,3.9,3.1,4.0,4.8,0.2999999999999998,0.5,0.5,-0.10000000000000053
TW0002049004,2023,1,20240101,A,BBB,1.0,7.0,5.7,5.9,5.4,5.6,,,,
TW0002049004,2024,2,20240501,BBB,A,-1.0,4.4,4.9,4.4,4.7,5.4,-0.7999999999999998,-1.5,-0.7000000000000002,-0.1999999999999993
TW0002059003,2023,3,20240101,AA,AA,0.0,8.4,5.5,4.5,3.6,7.1,,,,
TW0002059003,2024,4,20241101,AA,AA,0.0,8.3,5.5,4.3,3.0,7.6,0.0,-0.20000000000000018,-0.6000000000000001,0.5
TW0002103009,2023,4,20240101,A,,,6.0,4.7,4.5,2.3,5.8,,,,
TW0002103009,2024,4,20241201,A,A,0.0,6.4,5.0,4.8,2.1,6.3,0.2999999999999998,0.2999999999999998,-0.19999999999999973,0.5
TW0002104007,2023,4,20240101,A,,,6.3,4.8,5.1,0.2,5.8,,,,
TW0002104007,2024,4,20241201,A,A,0.0,6.4,5.0,4.8,0.0,7.0,0.20000000000000018,-0.2999999999999998,-0.2,1.2000000000000002
TW0002105004,2023,1,20240101,BB,BB,0.0,3.9,3.9,4.1,4.9,2.9,,,,
TW0002105004,2024,1,20240201,BB,BB,0.0,4.1,4.2,3.9,5.7,3.1,0.30000000000000027,-0.19999999999999973,0.7999999999999998,0.20000000000000018
TW0002201001,2023,1,20240101,A,A,0.0,7.1,4.8,3.9,5.9,4.3,,,,
TW0002201001,2024,1,20240401,BBB,A,-1.0,4.7,4.3,5.1,3.7,4.3,-0.5,1.1999999999999997,-2.2,0.0
TW0002204005,2023,1,20240101,BB,BBB,-1.0,2.9,4.1,5.3,3.6,3.6,,,,
TW0002204005,2024,1,20240401,B,BB,-1.0,2.8,3.7,4.2,4.1,2.9,-0.39999999999999947,-1.0999999999999996,0.49999999999999956,-0.7000000000000002
TW0002207008,2023,3,20240101,A,A,0.0,7.1,5.5,4.1,7.3,4.6,,,,
TW0002207008,2024,3,20241001,A,A,0.0,7.1,5.5,4.1,6.8,4.9,0.0,0.0,-0.5,0.3000000000000007
TW0002301009,2023,3,20240101,AA,AA,0.0,7.4,5.2,4.6,6.0,4.6,,,,
TW0002301009,2024,3,20241001,AA,AA,0.0,7.7,5.3,4.9,5.7,5.0,0.09999999999999964,0.3000000000000007,-0.2999999999999998,0.40000000000000036
TW0002303005,2023,4,20240101,AA,A,1.0,7.8,6.1,5.6,6.2,6.3,,,,
TW0002308004,2023,1,20240101,AA,AA,0.0,7.9,5.5,7.3,5.6,4.9,,,,
TW0002308004,2024,1,20240201,AA,AA,0.0,7.4,5.6,7.4,5.7,4.9,0.09999999999999964,0.10000000000000053,0.10000000000000053,0.0
TW0002312006,2023,3,20240101,B,,,1.9,3.4,1.7,2.7,5.2,,,,
TW0002312006,2024,3,20240801,B,B,0.0,2.3,3.7,1.7,3.7,5.1,0.30000000000000027,0.0,1.0,-0.10000000000000053
TW0002313004,2023,3,20240101,BB,,,3.5,4.1,2.2,3.7,5.1,,,,
TW0002313004,2024,3,20240801,BB,BB,0.0,3.1,4.5,2.2,3.9,6.0,0.40000000000000036,0.0,0.19999999999999973,0.9000000000000004
TW0002317005,2023,4,20240101,BB,B,1.0,3.2,4.0,4.6,2.3,5.7,,,,
TW0002324001,2023,4,20240101,A,A,0.0,6.8,4.7,4.1,6.4,3.5,,,,
TW0002324001,2024,4,20241201,BBB,A,-1.0,4.3,4.3,4.0,6.0,3.0,-0.40000000000000036,-0.09999999999999964,-0.40000000000000036,-0.5
TW0002327004,2023,1,20240101,A,A,0.0,6.2,5.4,4.1,5.1,6.1,,,,
TW0002327004,2024,1,20240201,A,A,0.0,5.9,5.0,4.1,4.2,6.1,-0.40000000000000036,0.0,-0.8999999999999995,0.0
TW0002328002,2023,2,20240101,B,,,2.1,4.4,4.1,4.1,4.8,,,,
TW0002328002,2024,2,20240701,BB,B,1.0,4.1,4.3,3.9,4.2,4.5,-0.10000000000000053,-0.19999999999999973,0.10000000000000053,-0.2999999999999998
TW0002330008,2023,3,20240101,AAA,AAA,0.0,10.0,7.0,5.9,7.9,7.1,,,,
TW0002330008,2024,3,20241001,AAA,AAA,0.0,8.6,6.8,6.3,7.9,6.4,-0.20000000000000018,0.39999999999999947,0.0,-0.6999999999999993
TW0002331006,2023,3,20240101,BB,,,3.2,4.0,2.3,4.2,4.9,,,,
TW0002331006,2024,3,20240901,BB,BB,0.0,3.7,4.1,2.3,4.1,5.3,0.09999999999999964,0.0,-0.10000000000000053,0.39999999999999947
TW0002337003,2023,2,20240101,BB,BBB,-1.0,3.8,5.2,5.8,6.1,3.9,,,,
TW0002337003,2024,2,20240701,BBB,BB,1.0,4.4,4.9,6.0,4.1,4.5,-0.2999999999999998,0.20000000000000018,-2.0,0.6000000000000001
TW0002338001,2023,2,20240101,BB,,,3.8,4.5,2.6,6.2,4.1,,,,
TW0002338001,2024,2,20240601,BB,BB,0.0,3.6,4.6,2.2,5.0,5.1,0.09999999999999964,-0.3999999999999999,-1.2000000000000002,1.0
TW0002340007,2023,3,20240101,B,,,1.9,4.3,3.3,4.0,5.4,,,,
TW0002340007,2024,2,20240701,BB,B,1.0,3.9,4.7,4.2,4.0,5.9,0.40000000000000036,0.9000000000000004,0.0,0.5
TW0002344009,2023,3,20240101,B,B,0.0,1.6,4.3,4.7,5.9,2.5,,,,
TW0002344009,2024,2,20240701,BB,B,1.0,3.6,4.6,4.5,6.6,3.1,0.2999999999999998,-0.20000000000000018,0.6999999999999993,0.6000000000000001
TW0002345006,2023,2,20240101,BBB,BBB,0.0,5.5,4.7,3.1,5.1,4.8,,,,
TW0002345006,2024,2,20240501,A,BBB,1.0,6.3,4.9,3.3,5.5,4.8,0.20000000000000018,0.19999999999999973,0.40000000000000036,0.0
TW0002347002,2023,4,20240101,B,BB,-1.0,1.5,3.4,3.2,3.3,3.6,,,,
TW0002347002,2024,4,20241101,B,B,0.0,2.8,3.8,3.1,4.3,3.7,0.3999999999999999,-0.10000000000000009,1.0,0.10000000000000009
TW0002351004,2023,2,20240101,B,,,2.5,4.4,2.4,3.7,5.4,,,,
TW0002351004,2024,2,20240601,BB,B,1.0,3.3,4.5,2.4,3.7,5.5,0.09999999999999964,0.0,0.0,0.09999999999999964
TW0002352002,2023,3,20240101,BB,,,3.2,3.9,2.7,3.4,5.3,,,,
TW0002352002,2024,3,20240801,BB,BB,0.0,3.7,4.2,2.8,4.1,5.2,0.30000000000000027,0.09999999999999964,0.6999999999999997,-0.09999999999999964
TW0002353000,2023,4,20240101,AAA,AAA,0.0,9.7,5.9,3.9,7.2,5.8,,,,
TW0002354008,2023,1,20240101,BBB,BBB,0.0,5.0,4.8,2.6,5.6,4.4,,,,
TW0002354008,2024,1,20240401,BBB,BBB,0.0,4.9,4.6,2.6,5.4,4.4,-0.20000000000000018,0.0,-0.1999999999999993,0.0
TW0002355005,2023,2,20240101,CCC,,,0.0,2.8,2.7,2.1,3.5,,,,
TW0002355005,2024,2,20240701,CCC,CCC,0.0,0.0,2.6,2.6,1.8,3.5,-0.19999999999999973,-0.10000000000000009,-0.30000000000000004,0.0
TW0002356003,2023,3,20240101,BB,BBB,-1.0,3.5,4.0,4.0,4.5,3.5,,,,
TW0002356003,2024,3,20241001,BBB,BB,1.0,5.3,4.6,4.3,4.2,5.1,0.5999999999999996,0.2999999999999998,-0.2999999999999998,1.5999999999999996
TW0002357001,2023,4,20240101,BBB,A,-1.0,5.7,4.7,4.8,5.8,3.0,,,,
TW0002360005,2023,2,20240101,BBB,,,5.6,4.7,3.2,4.7,5.3,,,,
TW0002360005,2024,2,20240701,BBB,BBB,0.0,5.1,4.7,3.2,4.6,5.5,0.0,0.0,-0.10000000000000053,0.20000000000000018
TW0002362001,2023,3,20240101,B,,,2.3,3.4,2.0,3.1,5.0,,,,
TW0002362001,2024,3,20240901,B,B,0.0,1.7,3.5,2.4,3.4,4.5,0.10000000000000009,0.3999999999999999,0.2999999999999998,-0.5
TW0002368008,2023,3,20240101,B,,,2.6,3.8,2.7,2.9,5.1,,,,
TW0002368008,2024,3,20240901,B,B,0.0,2.6,3.5,2.6,2.7,4.7,-0.2999999999999998,-0.10000000000000009,-0.19999999999999973,-0.39999999999999947
TW0002376001,2023,2,20240101,BB,,,4.2,4.5,2.3,5.2,5.0,,,,
TW0002376001,2024,3,20240801,BB,BB,0.0,3.3,4.0,2.6,5.1,3.5,-0.5,0.30000000000000027,-0.10000000000000053,-1.5
TW0002377009,2023,2,20240101,BB,BBB,-1.0,4.2,4.3,2.6,5.2,4.3,,,,
TW0002377009,2024,1,20240401,BBB,BB,1.0,4.7,4.4,2.9,5.4,4.2,0.10000000000000053,0.2999999999999998,0.20000000000000018,-0.09999999999999964
TW0002379005,2023,3,20240101,BB,BB,0.0,3.8,4.9,4.8,4.9,5.0,,,,
TW0002379005,2024,2,20240701,BBB,BB,1.0,4.7,5.0,3.0,5.8,5.2,0.09999999999999964,-1.7999999999999998,0.8999999999999995,0.20000000000000018
TW0002382009,2023,3,20240101,BB,BB,0.0,3.9,4.3,3.0,4.7,4.3,,,,
TW0002382009,2024,2,20240701,BBB,BB,1.0,5.0,4.5,3.0,4.9,4.6,0.20000000000000018,0.0,0.20000000000000018,0.2999999999999998
TW0002383007,2023,3,20240101,BB,,,3.2,4.0,2.0,3.3,4.8,,,,
TW0002383007,2024,3,20240901,BB,BB,0.0,3.3,4.0,2.1,3.3,4.7,0.0,0.10000000000000009,0.0,-0.09999999999999964
TW0002385002,2023,4,20240101,BB,BB,0.0,3.3,4.0,0.4,4.5,4.6,,,,
TW0002388006,2023,2,20240101,CCC,,,0.0,3.8,2.8,2.8,5.0,,,,
TW0002388006,2024,2,20240701,B,CCC,1.0,2.8,4.2,2.8,3.5,5.3,0.40000000000000036,0.0,0.7000000000000002,0.2999999999999998
TW0002392008,2023,1,20240101,BBB,BBB,0.0,4.4,4.6,3.0,5.0,4.5,,,,
TW0002392008,2024,1,20240201,BBB,BBB,0.0,4.9,4.6,3.1,5.1,4.5,0.0,0.10000000000000009,0.09999999999999964,0.0
TW0002393006,2023,2,20240101,BB,,,3.1,4.6,4.7,3.7,5.1,,,,
TW0002393006,2024,2,20240701,BB,BB,0.0,3.1,4.4,4.4,4.0,4.7,-0.1999999999999993,-0.2999999999999998,0.2999999999999998,-0.39999999999999947
TW0002395001,2023,3,20240101,A,A,0.0,6.8,5.0,3.8,5.9,4.9,,,,
TW0002395001,2024,3,20240901,AA,A,1.0,7.3,5.2,4.1,5.2,6.0,0.20000000000000018,0.2999999999999998,-0.7000000000000002,1.0999999999999996
TW0002401007,2023,2,20240101,B,,,1.9,4.3,2.6,3.6,5.7,,,,
TW0002401007,2024,2,20240701,B,B,0.0,2.2,4.1,2.6,4.0,4.8,-0.20000000000000018,0.0,0.3999999999999999,-0.9000000000000004
TW0002408002,2023,4,20240101,BB,BB,0.0,4.2,4.8,4.1,6.2,4.3,,,,
TW0002408002,2024,4,20241201,AA,BB,3.0,7.4,6.3,4.7,8.8,5.9,1.5,0.6000000000000005,2.6000000000000005,1.6000000000000005
TW0002409000,2023,4,20240101,A,A,0.0,6.9,5.4,5.3,5.2,5.7,,,,
TW0002412004,2023,2,20240101,AA,A,1.0,7.7,5.7,10.0,7.8,2.6,,,,
TW0002412004,2024,2,20240701,AA,AA,0.0,8.1,6.5,10.0,8.2,3.9,0.7999999999999998,0.0,0.39999999999999947,1.2999999999999998
TW0002421005,2021,4,20240101,BBB,,,4.6,4.7,4.7,4.6,4.8,,,,
TW0002421005,2024,2,20240501,A,BBB,1.0,5.8,5.2,4.9,5.6,5.2,0.5,0.20000000000000018,1.0,0.40000000000000036
TW0002439007,2023,3,20240101,BBB,,,5.6,4.8,2.6,5.3,4.9,,,,
TW0002439007,2024,3,20240801,A,BBB,1.0,6.7,5.3,2.7,6.0,5.2,0.5,0.10000000000000009,0.7000000000000002,0.2999999999999998
TW0002441003,2023,2,20240101,CCC,,,0.0,3.9,2.3,4.2,4.9,,,,
TW0002441003,2024,2,20240701,B,CCC,1.0,2.2,4.1,3.6,3.3,5.1,0.19999999999999973,1.3000000000000003,-0.9000000000000004,0.1999999999999993
TW0002449006,2023,3,20240101,B,,,2.8,4.9,3.0,5.8,5.8,,,,
TW0002449006,2024,3,20241001,BB,B,1.0,4.0,4.9,3.8,5.5,5.4,0.0,0.7999999999999998,-0.2999999999999998,-0.39999999999999947
TW0002451002,2023,2,20240101,B,B,0.0,2.6,4.1,3.4,3.0,5.6,,,,
TW0002451002,2024,2,20240601,BB,B,1.0,4.0,4.2,3.4,3.1,5.9,0.10000000000000053,0.0,0.10000000000000009,0.3000000000000007
TW0002454006,2023,2,20240101,A,A,0.0,6.3,5.4,4.6,6.2,5.0,,,,
TW0002454006,2024,2,20240501,A,A,0.0,6.1,5.5,3.9,6.9,5.0,0.09999999999999964,-0.6999999999999997,0.7000000000000002,0.0
TW0002455003,2023,2,20240101,CCC,,,0.0,3.5,1.6,3.9,5.0,,,,
TW0002455003,2024,2,20240601,B,CCC,1.0,2.5,4.2,2.5,3.7,5.8,0.7000000000000002,0.8999999999999999,-0.19999999999999973,0.7999999999999998
TW0002458007,2023,3,20240101,BB,,,3.8,4.9,2.4,5.7,5.2,,,,
TW0002458007,2024,3,20240801,BB,BB,0.0,3.9,4.6,2.4,5.4,5.0,-0.3000000000000007,0.0,-0.2999999999999998,-0.20000000000000018
TW0002474004,2023,3,20240101,BB,BB,0.0,4.2,4.2,2.7,3.8,5.2,,,,
TW0002474004,2024,3,20240901,BB,BB,0.0,3.3,4.0,2.8,3.8,4.8,-0.20000000000000018,0.09999999999999964,0.0,-0.40000000000000036
TW0002481009,2023,2,20240101,B,,,1.6,4.1,3.3,3.2,5.6,,,,
TW0002481009,2024,2,20240701,BB,B,1.0,3.6,4.6,4.7,3.3,5.6,0.5,1.4000000000000004,0.09999999999999964,0.0
TW0002492006,2023,4,20240101,BB,BB,0.0,3.8,4.2,2.0,5.5,3.3,,,,
TW0002498003,2023,3,20240101,BB,BB,0.0,4.2,4.1,1.8,5.3,3.8,,,,
TW0002498003,2024,3,20241001,BBB,BB,1.0,4.7,4.4,1.7,5.2,5.0,0.3000000000000007,-0.10000000000000009,-0.09999999999999964,1.2000000000000002
TW0002501004,2023,1,20240101,BBB,BBB,0.0,4.5,4.4,4.8,3.5,4.9,,,,
TW0002501004,2024,1,20240201,BB,BBB,-1.0,4.2,4.3,4.9,3.6,4.6,-0.10000000000000053,0.10000000000000053,0.10000000000000009,-0.3000000000000007
TW0002542008,2023,4,20240101,BB,B,1.0,3.1,3.7,4.4,3.9,3.1,,,,
TW0002542008,2024,4,20241201,BB,BB,0.0,3.8,4.1,4.8,2.6,4.8,0.39999999999999947,0.39999999999999947,-1.2999999999999998,1.6999999999999997
TW0002603008,2023,4,20240101,A,A,0.0,5.9,5.7,6.5,4.4,5.3,,,,
TW0002603008,2024,4,20241201,A,A,0.0,5.8,5.9,6.6,6.0,5.0,0.20000000000000018,0.09999999999999964,1.5999999999999996,-0.2999999999999998
TW0002606001,2023,2,20240101,CCC,B,-1.0,1.2,4.1,6.1,1.9,2.4,,,,
TW0002606001,2024,2,20240601,CCC,CCC,0.0,0.9,4.3,6.0,3.3,2.7,0.20000000000000018,-0.09999999999999964,1.4,0.30000000000000027
TW0002609005,2023,3,20240101,BB,BB,0.0,2.9,4.9,6.3,4.2,3.4,,,,
TW0002609005,2024,3,20240901,B,BB,-1.0,1.8,4.4,5.4,4.5,3.1,-0.5,-0.8999999999999995,0.2999999999999998,-0.2999999999999998
TW0002610003,2023,3,20240101,A,A,0.0,5.9,4.8,4.4,6.2,2.9,,,,
TW0002610003,2024,3,20240901,AA,A,1.0,8.1,5.4,4.3,6.8,3.9,0.6000000000000005,-0.10000000000000053,0.5999999999999996,1.0
TW0002615002,2023,3,20240101,BB,BB,0.0,3.2,5.0,6.4,4.5,3.5,,,,
TW0002615002,2024,4,20241101,BB,BB,0.0,3.6,5.2,6.3,4.2,4.3,0.20000000000000018,-0.10000000000000053,-0.2999999999999998,0.7999999999999998
TW0002618006,2023,4,20240101,A,A,0.0,5.9,4.7,2.8,6.3,3.4,,,,
TW0002618006,2024,4,20241101,AAA,A,2.0,10.0,6.1,4.1,6.2,7.0,1.3999999999999995,1.2999999999999998,-0.09999999999999964,3.6
TW0002633005,2023,3,20240101,BBB,BB,1.0,4.5,5.0,7.3,4.8,4.1,,,,
TW0002633005,2024,3,20240901,BBB,BBB,0.0,4.8,5.2,6.4,4.2,5.6,0.20000000000000018,-0.8999999999999995,-0.5999999999999996,1.5
TW0002707007,2023,2,20240101,A,,,6.4,5.2,2.2,7.1,5.6,,,,
TW0002707007,2024,2,20240601,A,A,0.0,7.0,5.5,3.6,7.6,4.9,0.2999999999999998,1.4,0.5,-0.6999999999999993
TW0002727005,2023,3,20240101,BBB,,,4.3,4.4,2.5,5.2,4.2,,,,
TW0002727005,2024,3,20240901,BBB,BBB,0.0,4.8,4.5,2.2,4.7,5.7,0.09999999999999964,-0.2999999999999998,-0.5,1.5
TW0002753001,2023,3,20240101,BBB,,,5.0,4.2,2.9,4.0,5.4,,,,
TW0002753001,2024,3,20240901,BBB,BBB,0.0,4.5,4.4,2.3,4.5,5.4,0.20000000000000018,-0.6000000000000001,0.5,0.0
TW0002801008,2023,4,20240101,BBB,BBB,0.0,5.5,4.6,3.6,4.8,4.6,,,,
TW0002834009,2023,3,20240101,A,A,0.0,6.0,4.8,1.5,5.9,4.2,,,,
TW0002834009,2024,3,20241001,A,A,0.0,6.8,5.2,2.9,5.6,5.4,0.40000000000000036,1.4,-0.3000000000000007,1.2000000000000002
TW0002845005,2023,1,20240101,A,A,0.0,6.0,4.7,4.0,5.5,3.7,,,,
TW0002845005,2024,1,20240301,A,A,0.0,6.0,4.8,4.1,5.6,3.7,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.0
TW0002880002,2023,3,20240101,AA,AA,0.0,7.6,5.4,3.9,6.0,5.1,,,,
TW0002880002,2024,3,20241001,AA,AA,0.0,7.7,5.6,4.0,5.8,5.9,0.1999999999999993,0.10000000000000009,-0.20000000000000018,0.8000000000000007
TW0002881000,2023,4,20240101,AA,AA,0.0,8.3,6.0,6.5,6.7,4.7,,,,
TW0002881000,2024,4,20241201,AA,AA,0.0,8.1,5.9,8.8,6.3,4.8,-0.09999999999999964,2.3000000000000007,-0.40000000000000036,0.09999999999999964
TW0002882008,2023,4,20240101,AA,AA,0.0,8.3,6.0,7.8,6.4,5.2,,,,
TW0002882008,2024,4,20241201,AAA,AA,1.0,10.0,6.7,8.7,7.1,5.7,0.7000000000000002,0.8999999999999995,0.6999999999999993,0.5
TW0002883006,2023,4,20240101,BBB,BBB,0.0,5.4,5.0,6.6,4.8,5.2,,,,
TW0002883006,2024,4,20241201,A,BBB,1.0,6.9,5.5,7.3,4.7,6.6,0.5,0.7000000000000002,-0.09999999999999964,1.3999999999999995
TW0002884004,2023,4,20240101,AAA,AAA,0.0,10.0,6.9,7.8,6.4,7.3,,,,
TW0002884004,2024,4,20241201,AAA,AAA,0.0,10.0,7.2,9.3,6.4,7.6,0.2999999999999998,1.5000000000000009,0.0,0.2999999999999998
TW0002885001,2023,3,20240101,A,A,0.0,6.6,5.4,9.6,4.5,6.4,,,,
TW0002885001,2024,3,20241001,AA,A,1.0,8.0,6.1,9.8,5.3,7.1,0.6999999999999993,0.20000000000000107,0.7999999999999998,0.6999999999999993
TW0002886009,2023,4,20240101,AA,AA,0.0,8.3,5.6,4.2,5.9,5.8,,,,
TW0002886009,2024,4,20241101,AA,AA,0.0,7.7,5.6,3.8,6.1,5.5,0.0,-0.40000000000000036,0.1999999999999993,-0.2999999999999998
TW0002887007,2023,4,20240101,AA,AA,0.0,8.3,5.8,9.2,5.1,5.8,,,,
TW0002887007,2024,4,20241201,AA,AA,0.0,8.4,5.9,8.3,5.4,6.0,0.10000000000000053,-0.8999999999999986,0.3000000000000007,0.20000000000000018
TW0002888005,2023,4,20240101,BBB,BBB,0.0,5.1,4.9,6.3,4.6,5.2,,,,
TW0002888005,2024,4,20241201,AAA,BBB,3.0,9.7,6.4,8.9,5.9,7.0,1.5,2.6000000000000005,1.3000000000000007,1.7999999999999998
TW0002890001,2023,3,20240101,AA,AA,0.0,8.3,5.8,6.8,5.4,6.1,,,,
TW0002890001,2024,3,20240901,AA,AA,0.0,8.4,5.9,6.7,5.4,6.3,0.10000000000000053,-0.09999999999999964,0.0,0.20000000000000018
TW0002891009,2023,2,20240101,AA,AA,0.0,8.3,5.5,7.9,4.5,6.5,,,,
TW0002891009,2024,2,20240701,AA,AA,0.0,8.0,5.7,7.8,4.8,6.6,0.20000000000000018,-0.10000000000000053,0.2999999999999998,0.09999999999999964
TW0002892007,2023,3,20240101,AAA,AAA,0.0,10.0,7.0,7.5,7.6,5.7,,,,
TW0002892007,2024,3,20241001,AAA,AAA,0.0,10.0,6.7,7.5,7.3,5.5,-0.2999999999999998,0.0,-0.2999999999999998,-0.20000000000000018
TW0002903002,2023,2,20240101,BBB,,,4.5,4.4,3.2,5.1,4.1,,,,
TW0002903002,2024,2,20240501,BBB,BBB,0.0,4.9,4.6,3.2,5.3,4.6,0.1999999999999993,0.0,0.20000000000000018,0.5
TW0002912003,2023,4,20240101,BBB,A,-1.0,5.5,4.9,3.8,6.5,2.9,,,,
TW0002913001,2023,3,20240101,BB,,,3.9,4.1,0.9,5.0,6.1,,,,
TW0002913001,2024,3,20240801,BBB,BB,1.0,4.6,4.6,1.7,5.3,6.4,0.5,0.7999999999999999,0.2999999999999998,0.3000000000000007
TW0002915006,2023,4,20240101,CCC,CCC,0.0,1.3,2.8,1.3,3.2,3.4,,,,
TW0002915006,2024,4,20241201,B,CCC,1.0,2.8,3.5,3.0,2.3,5.0,0.7000000000000002,1.7,-0.9000000000000004,1.6
TW0003005005,2023,3,20240101,BBB,,,4.5,4.3,4.0,5.2,4.0,,,,
TW0003005005,2024,3,20240801,BBB,BBB,0.0,4.3,4.3,4.1,5.4,3.5,0.0,0.09999999999999964,0.20000000000000018,-0.5
TW0003006003,2023,2,20240101,B,,,2.5,4.7,2.8,4.4,5.8,,,,
TW0003006003,2024,2,20240701,BB,B,1.0,3.6,4.6,2.7,3.4,6.3,-0.10000000000000053,-0.09999999999999964,-1.0000000000000004,0.5
TW0003008009,2023,4,20240101,BB,BB,0.0,3.8,4.2,2.7,3.8,5.1,,,,
TW0003008009,2024,4,20241101,BB,BB,0.0,3.3,4.0,2.8,3.2,5.2,-0.20000000000000018,0.09999999999999964,-0.5999999999999996,0.10000000000000053
TW0003010005,2023,2,20240101,BBB,,,4.7,4.7,5.4,2.9,5.5,,,,
TW0003010005,2024,3,20240801,BBB,BBB,0.0,5.6,4.9,5.5,2.9,5.8,0.20000000000000018,0.09999999999999964,0.0,0.2999999999999998
TW0003014007,2023,2,20240101,CCC,,,0.0,3.2,2.8,3.0,3.5,,,,
TW0003014007,2024,2,20240701,CCC,CCC,0.0,0.0,3.3,2.8,3.1,3.7,0.09999999999999964,0.0,0.10000000000000009,0.20000000000000018
TW0003017000,2024,3,20240801,AA,,,7.9,5.8,2.5,7.2,5.2,,,,
TW0003019006,2023,2,20240101,BBB,,,5.0,4.8,2.0,5.3,5.0,,,,
TW0003019006,2024,2,20240601,BBB,BBB,0.0,5.4,4.8,2.5,5.4,4.8,0.0,0.5,0.10000000000000053,-0.20000000000000018
TW0003023008,2023,4,20240101,A,A,0.0,6.7,5.3,5.4,5.5,5.0,,,,
TW0003026001,2023,2,20240101,BB,,,3.5,4.3,2.8,4.8,4.2,,,,
TW0003026001,2024,2,20240701,BB,BB,0.0,3.8,4.2,2.8,4.2,4.6,-0.09999999999999964,0.0,-0.5999999999999996,0.39999999999999947
TW0003034005,2023,1,20240101,B,B,0.0,2.6,4.5,3.8,6.1,3.5,,,,
TW0003034005,2024,1,20240301,BB,B,1.0,4.2,4.8,3.2,6.3,4.1,0.2999999999999998,-0.5999999999999996,0.20000000000000018,0.5999999999999996
TW0003035002,2023,3,20240101,B,,,1.6,4.3,3.9,5.0,3.8,,,,
TW0003035002,2024,3,20240901,BB,B,1.0,3.1,4.5,3.8,5.2,4.3,0.20000000000000018,-0.10000000000000009,0.20000000000000018,0.5
TW0003036000,2023,3,20240101,B,,,1.5,3.6,2.3,2.7,4.5,,,,
TW0003036000,2024,3,20240801,B,B,0.0,1.8,3.4,2.7,3.4,3.6,-0.20000000000000018,0.40000000000000036,0.6999999999999997,-0.8999999999999999
TW0003037008,2023,1,20240101,BBB,BBB,0.0,4.4,4.2,2.5,4.7,4.1,,,,
TW0003037008,2024,1,20240401,BB,BBB,-1.0,3.1,3.9,2.5,4.1,4.1,-0.30000000000000027,0.0,-0.6000000000000005,0.0
TW0003042008,2023,3,20240101,BB,,,4.1,4.3,2.1,4.1,5.2,,,,
TW0003042008,2024,3,20240801,BBB,BB,1.0,5.4,4.8,2.1,5.3,4.9,0.5,0.0,1.2000000000000002,-0.2999999999999998
TW0003044004,2023,3,20240101,CCC,,,0.3,3.0,2.0,1.7,4.9,,,,
TW0003044004,2024,3,20240801,B,CCC,1.0,2.8,3.8,2.1,2.7,5.6,0.7999999999999998,0.10000000000000009,1.0000000000000002,0.6999999999999993
TW0003045001,2023,3,20240101,A,A,0.0,5.8,5.5,10.0,7.3,2.6,,,,
TW0003045001,2024,3,20240901,A,A,0.0,6.7,5.9,10.0,6.9,4.1,0.40000000000000036,0.0,-0.39999999999999947,1.4999999999999996
TW0003081006,2023,2,20240101,B,,,1.9,4.4,3.5,4.5,5.1,,,,
TW0003081006,2024,3,20240801,BB,B,1.0,4.2,5.2,4.5,4.5,6.2,0.7999999999999998,1.0,0.0,1.1000000000000005
TW0003105003,2023,4,20240101,A,A,0.0,6.1,5.5,5.6,6.1,4.8,,,,
TW0003189007,2023,3,20240101,CCC,,,0.0,3.4,2.2,3.1,3.9,,,,
TW0003189007,2024,3,20240801,CCC,CCC,0.0,0.8,3.8,2.3,3.6,4.3,0.3999999999999999,0.09999999999999964,0.5,0.3999999999999999
TW0003211009,2023,2,20240101,BBB,,,5.0,4.5,2.4,4.2,5.4,,,,
TW0003211009,2024,2,20240701,BBB,BBB,0.0,4.9,4.6,3.7,4.1,5.5,0.09999999999999964,1.3000000000000003,-0.10000000000000053,0.09999999999999964
TW0003218004,2023,3,20240101,A,,,7.1,5.9,10.0,5.5,6.2,,,,
TW0003218004,2024,3,20241001,AA,A,1.0,8.3,6.5,10.0,6.2,6.5,0.5999999999999996,0.0,0.7000000000000002,0.2999999999999998
TW0003227005,2023,2,20240101,B,,,1.6,4.1,2.8,3.9,4.9,,,,
