ISSUER_ISIN,ANNEE,TRIMESTRE,AS_OF_DATE,IVA_COMPANY_RATING,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,delta_WEIGHTED_AVERAGE_SCORE,delta_ENVIRONMENTAL_PILLAR_SCORE,delta_SOCIAL_PILLAR_SCORE,delta_GOVERNANCE_PILLAR_SCORE
BRLOGGACNOR7,2023,3,20240101,BB,B,1.0,4.0,5.3,3.9,6.6,4.9,,,,
BRLOGGACNOR7,2024,4,20241101,BBB,BB,1.0,5.6,5.8,4.2,7.1,5.7,0.5,0.30000000000000027,0.5,0.7999999999999998
BRLRENACNOR1,2023,3,20240101,AA,AA,0.0,8.0,6.1,7.2,5.5,6.5,,,,
BRLRENACNOR1,2024,3,20240801,AA,AA,0.0,8.5,6.1,6.5,5.7,6.7,0.0,-0.7000000000000002,0.20000000000000018,0.20000000000000018
BRLWSAACNOR8,2023,1,20240101,BB,BB,0.0,3.2,4.0,6.7,3.7,4.0,,,,
BRLWSAACNOR8,2024,1,20240401,BB,BB,0.0,3.1,3.8,6.7,3.4,4.0,-0.20000000000000018,0.0,-0.30000000000000027,0.0
BRMANTDBS005,2023,4,20240101,AA,AA,0.0,8.3,6.3,10.0,4.3,8.3,,,,
BRMANTDBS021,2023,4,20241201,AA,AA,0.0,8.3,6.2,10.0,4.3,8.1,,,,
BRMATDACNOR4,2023,2,20240101,BBB,BBB,0.0,4.4,4.8,8.0,4.3,5.0,,,,
BRMATDACNOR4,2024,2,20240701,BBB,BBB,0.0,4.3,4.8,8.0,4.5,4.9,0.0,0.0,0.20000000000000018,-0.09999999999999964
BRMCSFLFI004,2023,2,20240101,A,A,0.0,6.5,5.3,9.0,4.8,5.5,,,,
BRMCSFLFI012,2023,2,20240301,A,A,0.0,6.5,5.3,9.0,4.8,5.5,,,,
BRMCSFLFI012,2024,2,20240601,A,A,0.0,6.8,5.4,9.0,4.8,5.7,0.10000000000000053,0.0,0.0,0.20000000000000018
BRMDIAACNOR7,2023,3,20240101,AA,AA,0.0,7.4,5.0,4.4,5.4,5.5,,,,
BRMDIAACNOR7,2024,3,20240901,AA,AA,0.0,7.4,5.2,4.8,5.7,5.2,0.20000000000000018,0.39999999999999947,0.2999999999999998,-0.2999999999999998
BRMGLUACNOR2,2023,1,20240101,BB,BB,0.0,3.3,4.2,3.5,3.9,5.0,,,,
BRMGLUACNOR2,2024,1,20240201,BB,BB,0.0,4.1,4.3,3.0,4.8,4.3,0.09999999999999964,-0.5,0.8999999999999999,-0.7000000000000002
BRMGSPDBS017,2022,4,20240101,AA,AA,0.0,7.2,6.9,8.9,4.0,4.6,,,,
BRMGSPDBS017,2023,1,20240201,AAA,AAA,0.0,10.0,8.6,9.5,8.4,7.3,1.6999999999999993,0.5999999999999996,4.4,2.7
BRMGSPDBS017,2024,1,20240301,AAA,AAA,0.0,10.0,8.5,9.4,8.4,7.0,-0.09999999999999964,-0.09999999999999964,0.0,-0.2999999999999998
BRMHSMDBS004,2023,3,20240101,A,A,0.0,6.8,5.8,6.7,6.0,5.2,,,,
BRMHSMDBS004,2024,3,20240901,A,A,0.0,6.2,5.6,6.7,6.0,4.6,-0.20000000000000018,0.0,0.0,-0.6000000000000005
BRMILSACNOR2,2023,2,20240101,BBB,,,5.6,5.5,4.6,6.2,5.5,,,,
BRMILSACNOR2,2024,2,20240501,BBB,BBB,0.0,5.3,5.4,4.6,6.1,5.5,-0.09999999999999964,0.0,-0.10000000000000053,0.0
BRMNLTDBS002,2024,4,20241101,BB,,,4.0,4.3,8.7,4.1,4.1,,,,
BRMODLC00M28,2024,4,20241101,A,,,6.2,4.8,4.8,4.6,5.1,,,,
BRMOVIACNOR0,2023,4,20240101,AA,AA,0.0,7.2,5.3,10.0,3.9,4.9,,,,
BRMRFGACNOR0,2023,4,20240101,BBB,BBB,0.0,4.5,4.1,3.4,4.7,4.4,,,,
BRMRFGACNOR0,2024,4,20241201,BBB,BBB,0.0,5.3,4.4,3.6,4.7,5.0,0.3000000000000007,0.20000000000000018,0.0,0.5999999999999996
BRMRVEACNOR2,2023,1,20240101,BBB,A,-1.0,4.4,4.9,4.0,5.3,5.2,,,,
BRMRVEACNOR2,2024,1,20240201,BBB,BBB,0.0,5.1,4.8,3.8,5.0,5.4,-0.10000000000000053,-0.20000000000000018,-0.2999999999999998,0.20000000000000018
BRMSAUNCM002,2024,2,20241101,B,B,0.0,2.4,3.9,3.5,4.1,3.9,,,,
BRMSDWC00BU0,2023,3,20240101,AA,AA,0.0,7.6,5.4,10.0,4.9,4.8,,,,
BRMSDWLFI007,2023,3,20240301,AA,AA,0.0,7.6,5.5,10.0,4.9,4.9,,,,
BRMSDWLFI007,2024,3,20241001,AA,AA,0.0,7.9,5.5,10.0,4.9,5.1,0.0,0.0,0.0,0.1999999999999993
BRMSGTDBS050,2024,2,20240901,A,A,0.0,6.5,6.2,8.7,7.6,1.5,,,,
BRMSGTDBS068,2022,4,20240101,A,BBB,1.0,5.9,6.4,7.5,7.8,3.9,,,,
BRMSGTDBS068,2024,2,20240501,A,A,0.0,6.5,6.2,8.7,7.6,1.5,-0.20000000000000018,1.1999999999999993,-0.20000000000000018,-2.4
BRMTSMDBS017,2023,3,20240101,CCC,B,-1.0,0.6,3.3,1.3,3.5,3.9,,,,
BRMTSMDBS017,2024,3,20241001,CCC,CCC,0.0,0.0,3.2,1.0,3.1,4.2,-0.09999999999999964,-0.30000000000000004,-0.3999999999999999,0.30000000000000027
BRMULTACNOR5,2023,2,20240101,CCC,B,-1.0,1.2,4.2,4.0,5.7,3.5,,,,
BRMULTACNOR5,2024,2,20240601,B,CCC,1.0,2.8,4.6,5.0,5.5,3.9,0.39999999999999947,1.0,-0.20000000000000018,0.3999999999999999
BRMVLVDBS084,2023,4,20240101,AA,AA,0.0,7.2,5.3,10.0,3.9,4.9,,,,
BRMVLVDBS0D4,2023,4,20241001,AA,AA,0.0,7.2,5.1,10.0,3.9,4.5,,,,
BRMYPKACNOR7,2023,1,20240101,CCC,CCC,0.0,0.9,3.1,2.4,2.6,3.8,,,,
BRMYPKACNOR7,2024,1,20240401,CCC,CCC,0.0,1.2,3.2,2.9,2.5,4.1,0.10000000000000009,0.5,-0.10000000000000009,0.2999999999999998
BRNATUDBS0H2,2023,4,20240101,AA,AA,0.0,8.1,5.6,5.1,2.8,7.2,,,,
BRNATUDBS0I0,2023,4,20240801,AA,AA,0.0,8.1,5.3,4.7,2.8,7.0,,,,
BRNATUDBS0I0,2024,4,20241201,AA,AA,0.0,7.9,5.4,5.8,2.5,6.2,0.10000000000000053,1.0999999999999996,-0.2999999999999998,-0.7999999999999998
BRNATXC002E8,2023,4,20240101,AA,AA,0.0,7.2,6.0,10.0,5.1,6.8,,,,
BRNATXC002F5,2023,4,20240201,AA,AA,0.0,7.2,6.0,10.0,5.1,6.8,,,,
BRNATXC002J7,2023,4,20240301,AA,AA,0.0,7.2,6.0,10.0,5.1,6.8,,,,
BRNATXC002L3,2023,4,20240401,AA,AA,0.0,7.2,5.8,10.0,5.1,6.1,,,,
BRNATXC002P4,2023,4,20240701,AA,AA,0.0,7.2,5.9,10.0,5.1,6.4,,,,
BRNATXC002T6,2023,4,20240901,AA,AA,0.0,7.2,6.1,10.0,5.5,6.3,,,,
BRNATXC002W0,2024,4,20241201,AA,AA,0.0,7.8,6.1,10.0,5.5,6.3,,,,
BRNCENDBS001,2024,2,20241101,AAA,AAA,0.0,9.5,7.7,9.0,7.8,5.9,,,,
BRNDMIDBS028,2023,4,20240101,A,BBB,1.0,7.1,6.0,8.0,6.2,5.6,,,,
BRNETADBS002,2024,1,20240201,AA,AA,0.0,7.8,6.2,7.8,5.2,5.1,,,,
BRNIGPDBS008,2023,1,20240101,AA,AA,0.0,7.5,5.8,6.7,5.5,5.4,,,,
BRNITADBS003,2024,2,20241101,AAA,AAA,0.0,9.5,7.7,9.0,7.8,5.9,,,,
BRNMCHDBS006,2024,2,20241201,AAA,AAA,0.0,9.5,7.9,9.0,7.8,6.4,,,,
BRNRTBDBS028,2023,4,20240101,AA,AA,0.0,8.3,6.3,10.0,4.3,8.3,,,,
BRNTCOACNOR5,2023,4,20240101,AA,AA,0.0,8.1,5.6,5.1,2.8,7.2,,,,
BRNTCOACNOR5,2024,4,20241201,AA,AA,0.0,7.9,5.4,5.8,2.5,6.2,-0.1999999999999993,0.7000000000000002,-0.2999999999999998,-1.0
BRNTSDDBS071,2023,1,20240301,AA,AA,0.0,7.5,6.2,6.6,6.7,5.1,,,,
BRNTSDDBS071,2024,2,20241001,AA,AA,0.0,8.1,6.3,9.9,6.6,5.5,0.09999999999999964,3.3000000000000007,-0.10000000000000053,0.40000000000000036
BRNUFNLFI021,2024,4,20241101,BBB,,,4.8,4.3,3.8,4.1,4.8,,,,
BRODBHDBS054,2023,1,20240101,AA,AA,0.0,7.5,5.8,6.7,5.5,5.4,,,,
BRODBHDBS054,2024,2,20240701,AA,AA,0.0,8.1,6.2,9.9,6.6,5.2,0.40000000000000036,3.2,1.0999999999999996,-0.20000000000000018
BRODPVACNOR4,2023,2,20240101,BBB,BB,1.0,5.4,5.2,8.7,4.9,5.1,,,,
BRODPVACNOR4,2024,2,20240601,A,BBB,1.0,6.4,5.7,9.0,5.7,5.1,0.5,0.3000000000000007,0.7999999999999998,0.0
BROGDSDBS001,2023,4,20240101,A,A,0.0,5.8,5.8,8.3,4.8,4.2,,,,
BROGDSDBS001,2024,4,20241101,BBB,A,-1.0,4.9,5.3,8.3,4.2,3.4,-0.5,0.0,-0.5999999999999996,-0.8000000000000003
BROGHDDBS004,2023,3,20240101,AA,AA,0.0,8.5,5.6,10.0,3.4,4.9,,,,
BROGHDDBS004,2024,3,20241001,A,AA,-1.0,6.7,5.1,10.0,3.2,3.9,-0.5,0.0,-0.19999999999999973,-1.0000000000000004
BROIBRACNOR1,2022,4,20240101,BB,CCC,2.0,3.0,4.5,10.0,4.2,4.2,,,,
BROMGEDBS069,2023,4,20240101,A,A,0.0,5.8,5.8,8.3,4.8,4.2,,,,
BROMGEDBS069,2024,4,20241101,BBB,A,-1.0,4.9,5.3,8.3,4.2,3.4,-0.5,0.0,-0.5999999999999996,-0.8000000000000003
BROMNGDBS011,2023,4,20240101,A,A,0.0,5.8,5.8,8.3,4.8,4.2,,,,
BROMNGDBS011,2024,4,20241101,BBB,A,-1.0,4.9,5.3,8.3,4.2,3.4,-0.5,0.0,-0.5999999999999996,-0.8000000000000003
BRONCOACNOR6,2023,3,20240101,A,A,0.0,6.8,5.8,6.7,6.0,5.2,,,,
BRONCOACNOR6,2024,3,20240901,A,A,0.0,6.2,5.6,6.7,6.0,4.6,-0.20000000000000018,0.0,0.0,-0.6000000000000005
BRORIBNCM003,2024,2,20241001,B,B,0.0,2.2,4.1,3.8,3.2,5.0,,,,
BRORMADBS007,2023,2,20240101,B,,,1.8,4.1,3.7,3.3,5.1,,,,
BRORMADBS007,2024,2,20240701,B,B,0.0,2.2,4.0,3.6,3.1,5.0,-0.09999999999999964,-0.10000000000000009,-0.19999999999999973,-0.09999999999999964
BRORVRACNOR0,2023,2,20240101,B,,,1.8,4.1,3.7,3.3,5.1,,,,
BRORVRACNOR0,2024,2,20240701,B,B,0.0,2.2,4.0,3.6,3.1,5.0,-0.09999999999999964,-0.10000000000000009,-0.19999999999999973,-0.09999999999999964
BRPALFDBS0F1,2023,2,20240101,A,BBB,1.0,6.0,5.9,8.4,2.5,3.8,,,,
BRPALFDBS0F1,2024,3,20241001,BBB,A,-1.0,4.4,5.0,7.6,2.7,3.9,-0.9000000000000004,-0.8000000000000007,0.20000000000000018,0.10000000000000009
BRPASSDBS017,2022,4,20240101,AA,A,1.0,7.9,6.3,7.7,6.1,4.7,,,,
BRPEJADBS008,2023,3,20240101,BB,BB,0.0,3.7,4.1,3.0,4.7,5.2,,,,
BRPEJADBS008,2024,3,20240901,BB,BB,0.0,3.1,3.9,2.5,4.0,5.8,-0.19999999999999973,-0.5,-0.7000000000000002,0.5999999999999996
BRPETRACNOR9,2023,3,20240101,BB,BB,0.0,4.0,4.7,5.2,6.9,2.3,,,,
BRPETRACNOR9,2024,3,20240901,BB,BB,0.0,3.2,4.4,5.7,6.3,1.4,-0.2999999999999998,0.5,-0.6000000000000005,-0.8999999999999999
BRPETZACNOR2,2023,4,20240101,BBB,BB,1.0,5.6,4.9,2.9,4.7,5.7,,,,
BRPIIGDBS032,2023,3,20240101,BBB,BB,1.0,5.3,5.5,5.0,7.2,5.8,,,,
BRPIIGDBS032,2024,3,20241001,BBB,BBB,0.0,5.3,5.5,4.9,7.4,5.8,0.0,-0.09999999999999964,0.20000000000000018,0.0
BRPMICDBS058,2023,1,20240101,BBB,A,-1.0,4.4,4.9,4.0,5.3,5.2,,,,
BRPMICDBS058,2024,1,20240201,BBB,BBB,0.0,5.1,4.8,3.8,5.0,5.4,-0.10000000000000053,-0.20000000000000018,-0.2999999999999998,0.20000000000000018
BRPMICDBS066,2024,1,20240701,BBB,BBB,0.0,5.1,4.8,3.8,5.0,5.4,,,,
BRPNBIDBS009,2023,3,20240601,BBB,BB,1.0,5.3,5.5,4.9,7.2,5.8,,,,
BRPNBIDBS009,2024,3,20241001,BBB,BBB,0.0,5.3,5.5,4.9,7.4,5.8,0.0,0.0,0.20000000000000018,0.0
BRPNBIDBS017,2023,3,20240101,BBB,BB,1.0,5.3,5.5,5.0,7.2,5.8,,,,
BRPOMOACNOR0,2023,4,20240101,B,BB,-1.0,1.8,3.8,3.7,4.1,3.7,,,,
BRPOMOACNOR0,2024,4,20241101,B,B,0.0,2.6,4.1,3.4,4.6,3.8,0.2999999999999998,-0.30000000000000027,0.5,0.09999999999999964
BRPORTACNOR8,2023,4,20240101,BBB,BBB,0.0,4.7,5.1,4.4,7.3,4.2,,,,
BRPORTACNOR8,2024,4,20241201,BBB,BBB,0.0,5.2,5.4,7.0,8.5,2.9,0.3000000000000007,2.5999999999999996,1.2000000000000002,-1.3000000000000003
BRPQCNDBS000,2022,4,20240101,AA,AA,0.0,7.2,6.9,8.9,4.0,4.6,,,,
BRPQDPCTF004,2023,4,20240701,A,A,0.0,7.0,5.5,4.7,5.7,5.4,,,,
BRPRBNDBS000,2023,4,20240501,A,A,0.0,6.6,4.5,3.0,4.2,6.6,,,,
BRPRBNDBS000,2024,4,20241201,A,A,0.0,6.3,4.8,2.9,4.6,7.2,0.2999999999999998,-0.10000000000000009,0.39999999999999947,0.6000000000000005
BRPRIOACNOR1,2023,3,20240101,BB,BB,0.0,3.7,4.1,3.0,4.7,5.2,,,,
BRPRIOACNOR1,2024,3,20240901,BB,BB,0.0,3.1,3.9,2.5,4.0,5.8,-0.19999999999999973,-0.5,-0.7000000000000002,0.5999999999999996
BRPTGUDBS018,2023,3,20240101,BBB,BBB,0.0,4.4,4.0,2.9,4.5,5.2,,,,
BRPTGUDBS018,2024,3,20240801,BBB,BBB,0.0,4.6,4.5,3.4,4.7,5.9,0.5,0.5,0.20000000000000018,0.7000000000000002
BRPTMIDBS003,2023,4,20240101,A,A,0.0,5.8,5.8,8.3,4.8,4.2,,,,
BRPTMIDBS003,2024,4,20241101,BBB,A,-1.0,4.9,5.3,8.3,4.2,3.4,-0.5,0.0,-0.5999999999999996,-0.8000000000000003
BRRADLACNOR0,2023,3,20240101,A,BBB,1.0,7.1,5.9,5.5,5.9,6.1,,,,
BRRADLACNOR0,2024,3,20241001,A,A,0.0,6.9,5.9,5.5,5.7,6.4,0.0,0.0,-0.20000000000000018,0.3000000000000007
BRRAILACNOR9,2023,3,20240101,A,A,0.0,6.4,5.1,7.9,5.3,3.3,,,,
BRRAILACNOR9,2024,3,20240901,AA,A,1.0,8.0,5.6,7.9,5.7,4.2,0.5,0.0,0.40000000000000036,0.9000000000000004
BRRANDLFI003,2023,2,20240101,B,B,0.0,2.6,4.0,3.1,4.3,4.3,,,,
BRRANDLFI003,2024,2,20240601,B,B,0.0,2.4,4.0,3.5,4.1,4.2,0.0,0.3999999999999999,-0.20000000000000018,-0.09999999999999964
BRRANDLFI011,2024,2,20241201,B,B,0.0,2.4,3.9,3.5,4.1,3.9,,,,
BRRANIACNOR5,2024,2,20240501,A,,,6.8,5.7,6.5,5.2,4.7,,,,
BRRAPTACNOR7,2023,2,20240101,B,B,0.0,2.6,4.0,3.1,4.3,4.3,,,,
BRRAPTACNOR7,2024,2,20240601,B,B,0.0,2.4,4.0,3.5,4.1,4.2,0.0,0.3999999999999999,-0.20000000000000018,-0.09999999999999964
BRRBBKLFI092,2023,3,20240101,A,A,0.0,6.9,5.2,5.0,4.2,6.9,,,,
BRRBBKLFI092,2024,4,20241101,A,A,0.0,6.1,4.9,3.2,4.4,6.4,-0.2999999999999998,-1.7999999999999998,0.20000000000000018,-0.5
BRRBDSCTF006,2023,4,20240101,AA,AA,0.0,7.8,5.9,8.4,6.0,5.2,,,,
BRRBGEDBS008,2024,3,20241001,BBB,BBB,0.0,5.5,5.7,6.5,4.6,5.5,,,,
BRRDLADBS051,2023,2,20240101,AA,A,1.0,7.6,6.6,8.1,6.4,6.1,,,,
BRRDLADBS051,2024,2,20240601,AA,AA,0.0,7.8,6.9,8.3,6.6,6.5,0.3000000000000007,0.20000000000000107,0.1999999999999993,0.40000000000000036
BRRDOEDBS081,2023,2,20240101,AA,A,1.0,7.6,6.6,8.1,6.4,6.1,,,,
BRRDOEDBS0A5,2023,2,20240501,AA,A,1.0,7.6,6.5,8.1,6.2,6.1,,,,
BRRDOEDBS0A5,2024,2,20240601,AA,AA,0.0,7.8,6.9,8.3,6.6,6.5,0.40000000000000036,0.20000000000000107,0.39999999999999947,0.40000000000000036
BRRDORACNOR8,2023,2,20240101,BBB,BBB,0.0,4.4,4.8,10.0,4.9,3.8,,,,
BRRDORACNOR8,2024,2,20240601,BBB,BBB,0.0,4.5,4.9,10.0,5.0,3.8,0.10000000000000053,0.0,0.09999999999999964,0.0
BRRECVACNOR3,2023,4,20240101,BB,B,1.0,4.0,4.2,3.4,2.4,6.7,,,,
BRRECVACNOR3,2024,4,20241101,A,BB,2.0,7.1,5.3,3.8,5.3,7.2,1.0999999999999996,0.3999999999999999,2.9,0.5
BRRENTACNOR4,2023,4,20240101,A,A,0.0,6.9,5.0,8.5,2.5,5.6,,,,
BRRENTACNOR4,2024,4,20241101,A,A,0.0,5.8,4.7,8.5,1.6,5.6,-0.2999999999999998,0.0,-0.8999999999999999,0.0
BRRENTDBS0U6,2022,2,20240101,BBB,BBB,0.0,5.4,5.1,3.0,4.2,6.3,,,,
BRRENTDBS0U6,2023,4,20240201,A,A,0.0,6.9,5.0,8.5,2.5,5.6,-0.09999999999999964,5.5,-1.7000000000000002,-0.7000000000000002
BRRENTDBS0U6,2024,4,20241101,A,A,0.0,5.8,4.7,8.5,1.6,5.6,-0.2999999999999998,0.0,-0.8999999999999999,0.0
BRRENTDBS0W2,2022,2,20240101,BBB,BBB,0.0,5.4,5.1,3.0,4.2,6.3,,,,
BRRENTDBS0W2,2023,4,20240201,A,A,0.0,6.9,5.0,8.5,2.5,5.6,-0.09999999999999964,5.5,-1.7000000000000002,-0.7000000000000002
BRRENTDBS0W2,2024,4,20241101,A,A,0.0,5.8,4.7,8.5,1.6,5.6,-0.2999999999999998,0.0,-0.8999999999999999,0.0
BRRENTDBS162,2024,4,20241201,A,A,0.0,5.8,4.7,8.5,1.6,5.6,,,,
BRRIOODBS022,2023,1,20240101,AA,AA,0.0,7.5,5.8,6.7,5.5,5.4,,,,
BRRMGGDBS000,2023,4,20240101,A,A,0.0,6.7,6.2,7.2,7.2,4.9,,,,
BRRMSADBS024,2023,1,20240101,AA,AA,0.0,7.5,5.8,6.7,5.5,5.4,,,,
BRRMSADBS024,2024,2,20240701,AA,AA,0.0,8.1,6.2,9.9,6.6,5.2,0.40000000000000036,3.2,1.0999999999999996,-0.20000000000000018
BRRNEPDBS004,2023,3,20240101,AAA,AAA,0.0,9.1,7.5,9.6,6.8,4.6,,,,
BRRNEPDBS004,2024,3,20241001,AAA,AAA,0.0,8.7,7.4,9.4,4.6,5.4,-0.09999999999999964,-0.1999999999999993,-2.2,0.8000000000000007
BRRRRPACNOR5,2023,3,20240101,BBB,BBB,0.0,4.4,4.0,2.9,4.5,5.2,,,,
BRRRRPACNOR5,2024,3,20240801,BBB,BBB,0.0,4.6,4.5,3.4,4.7,5.9,0.5,0.5,0.20000000000000018,0.7000000000000002
BRRSHPDBS006,2023,2,20240101,AA,A,1.0,7.6,6.6,8.1,6.4,6.1,,,,
BRRSHPDBS006,2024,2,20240601,AA,AA,0.0,7.8,6.9,8.3,6.6,6.5,0.3000000000000007,0.20000000000000107,0.1999999999999993,0.40000000000000036
BRSAELDBS0B8,2023,4,20240101,BBB,BBB,0.0,5.3,5.5,6.6,5.2,4.6,,,,
BRSAELDBS0J1,2023,4,20240601,BBB,BBB,0.0,5.3,5.9,6.6,5.2,5.5,,,,
BRSANBACNOR8,2023,2,20240101,AA,AA,0.0,7.9,5.6,5.6,5.4,5.9,,,,
BRSANBACNOR8,2024,3,20240801,AA,AA,0.0,7.3,5.4,5.7,5.2,5.6,-0.1999999999999993,0.10000000000000053,-0.20000000000000018,-0.3000000000000007
BRSAPRACNOR9,2023,3,20240101,BBB,BBB,0.0,4.7,5.2,6.4,6.5,3.0,,,,
BRSAPRACNOR9,2024,3,20240901,BBB,BBB,0.0,4.9,5.3,6.7,6.5,2.8,0.09999999999999964,0.2999999999999998,0.0,-0.20000000000000018
BRSB15NCM015,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BRSB15NCM015,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BRSB16NCM013,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BRSB16NCM013,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BRSB17NCM003,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BRSB17NCM011,2023,3,20240801,BBB,BBB,0.0,4.9,5.6,6.7,4.0,5.3,,,,
BRSB17NCM011,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.0,-0.20000000000000018,0.5999999999999996,0.0
BRSB18NCM019,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BRSB18NCM019,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BRSB19NCM009,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BRSB20NCM015,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BRSB20NCM015,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BRSB21NCM005,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BRSBFCDBS028,2023,1,20240101,BB,B,1.0,4.0,4.3,2.3,3.9,5.4,,,,
BRSBFCDBS028,2024,1,20240201,BB,BB,0.0,3.9,4.2,2.3,3.9,5.1,-0.09999999999999964,0.0,0.0,-0.3000000000000007
BRSBFGACNOR1,2023,1,20240101,BB,B,1.0,4.0,4.3,2.3,3.9,5.4,,,,
BRSBFGACNOR1,2024,1,20240201,BB,BB,0.0,3.9,4.2,2.3,3.9,5.1,-0.09999999999999964,0.0,0.0,-0.3000000000000007
BRSBSPACNOR5,2023,1,20240101,BBB,BBB,0.0,4.6,4.4,7.2,1.4,2.6,,,,
BRSBSPACNOR5,2024,1,20240301,BB,BBB,-1.0,3.8,4.7,6.9,3.4,2.6,0.2999999999999998,-0.2999999999999998,2.0,0.0
BRSCIDDBS010,2023,1,20240101,B,B,0.0,1.5,3.6,7.6,3.2,3.8,,,,
BRSCSIDBS000,2023,2,20240701,AA,AA,0.0,7.9,5.6,5.6,5.4,5.9,,,,
BRSCSIDBS000,2024,1,20241101,AA,AA,0.0,7.9,5.6,8.4,4.5,6.2,0.0,2.8000000000000007,-0.9000000000000004,0.2999999999999998
BRSCSIDBS000,2024,3,20240801,AA,AA,0.0,7.3,5.4,5.7,5.2,5.6,-0.1999999999999993,-2.7,0.7000000000000002,-0.6000000000000005
BRSDMHDBS003,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BRSDMHDBS003,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BRSERIDBS008,2023,4,20240701,A,A,0.0,6.2,6.3,8.1,8.5,2.6,,,,
BRSERIDBS008,2024,4,20241101,A,A,0.0,6.4,6.1,7.9,7.1,3.0,-0.20000000000000018,-0.1999999999999993,-1.4000000000000004,0.3999999999999999
BRSERSDBS007,2023,4,20240101,A,A,0.0,6.2,6.1,7.7,8.5,2.3,,,,
BRSFLSDBS007,2023,1,20240101,BB,BB,0.0,3.3,3.7,2.7,4.1,3.4,,,,
BRSFLSDBS007,2024,1,20240201,BB,BB,0.0,4.0,4.0,3.9,4.0,4.1,0.2999999999999998,1.1999999999999997,-0.09999999999999964,0.6999999999999997
BRSHULACNOR7,2024,2,20240501,CCC,,,0.0,2.9,3.0,4.0,2.4,,,,
BRSIMHACNOR0,2023,3,20240101,AA,AA,0.0,8.5,5.6,10.0,3.4,4.9,,,,
BRSIMHACNOR0,2024,3,20241001,A,AA,-1.0,6.7,5.1,10.0,3.2,3.9,-0.5,0.0,-0.19999999999999973,-1.0000000000000004
BRSISEDBS006,2023,2,20240101,AAA,AAA,0.0,10.0,7.9,9.0,8.7,6.9,,,,
BRSISEDBS006,2024,2,20240701,AAA,AAA,0.0,9.6,7.9,9.7,8.7,6.7,0.0,0.6999999999999993,0.0,-0.20000000000000018
BRSLCEACNOR2,2023,1,20240101,B,B,0.0,2.4,2.9,2.6,3.2,3.1,,,,
BRSLCEACNOR2,2024,1,20240401,B,B,0.0,2.4,3.3,3.3,3.4,3.3,0.3999999999999999,0.6999999999999997,0.19999999999999973,0.19999999999999973
BRSMFTACNOR1,2023,1,20240101,BB,BB,0.0,3.9,4.3,4.5,4.3,4.2,,,,
BRSMFTACNOR1,2024,1,20240401,BBB,BB,1.0,5.0,4.7,4.5,5.8,4.2,0.40000000000000036,0.0,1.5,0.0
BRSMTMLFI004,2023,3,20240101,AA,AA,0.0,7.4,5.4,5.3,5.5,5.2,,,,
BRSMTMLFI004,2024,4,20241201,AAA,AA,1.0,9.1,6.2,4.5,6.0,7.1,0.7999999999999998,-0.7999999999999998,0.5,1.8999999999999995
BRSMTOACNOR3,2023,1,20240101,AA,AA,0.0,7.9,5.2,5.4,5.8,4.3,,,,
BRSMTOACNOR3,2024,1,20240201,AA,AA,0.0,7.6,5.3,5.3,6.0,4.7,0.09999999999999964,-0.10000000000000053,0.20000000000000018,0.40000000000000036
BRSNRODBS007,2023,1,20240101,BBB,BBB,0.0,4.7,4.9,5.4,3.4,5.4,,,,
BRSNRODBS007,2024,1,20240401,BBB,BBB,0.0,5.4,4.8,4.7,3.8,5.2,-0.10000000000000053,-0.7000000000000002,0.3999999999999999,-0.20000000000000018
BRSOMAACNOR3,2023,1,20240101,BB,B,1.0,4.1,4.1,4.2,3.4,4.8,,,,
